key,displayName,englishName,scientificName,scientificNameAliases,originCountry,idealTemperatureRange,idealHumidityRange,wateringIntervalDays,lightRequirement,careDifficulty,careMemo,status,lightStars,difficultyStars
foeniculum_vulgare,フェンネル（ウイキョウ）,Fennel,Foeniculum vulgare,,地中海沿岸,15〜25℃,45〜65%,6,bright_direct,easy,土の表面が乾いたら水やりを。直根性で大きく育つため深めの鉢で管理し、根鉢を崩す植え替えは避ける。ふわふわとした葉は羽状に細かく分かれ観賞価値も高い。若い葉は収穫してハーブとして使え、種子はスパイス（フェンネルシード）として利用できる。,新規,4,1
allium_schoenoprasum,チャイブ,Chives,Allium schoenoprasum,,ヨーロッパ・北アジア・北米,15〜25℃,45〜65%,5,bright_direct,easy,土の表面が乾いたら水やりを。細いネギのような葉が特徴で日当たりを好み、丈夫で株分けでもよく増える。刈り込むように収穫すると再生が早く長期間楽しめる。ネギ属の植物のため犬・猫が誤食すると中毒（貧血など）を起こすおそれがあり、ペットのいる家庭では届かない場所で管理する。,新規,4,1
lavandula_dentata,デンタータラベンダー（フリンジラベンダー）,Fringed Lavender,Lavandula dentata,,地中海沿岸（スペイン・北アフリカ）,15〜28℃,35〜55%,9,bright_direct,medium,土がしっかり乾いてから水やりを。葉のふちがギザギザ（鋸歯状）に切れ込むのが特徴で、ラベンダーの中では比較的高温に強く四季咲き性がある。多湿には弱いため風通しの良い場所で水はけの良い土を使う。精油成分は猫に対して毒性があるとされるため誤食させないよう注意する。,新規,4,2
sedeveria_blue_elf,セデベリア・ブルーエルフ,Blue Elf,Sedeveria 'Blue Elf',,交配種（園芸品種、原種なし）,5〜25℃,30〜50%,14,bright_direct,easy,セダムとエケベリアの属間交配種で、青みがかったロゼットが美しい。土が完全に乾いてから水を与え、蒸れを避けるため風通しの良い場所で管理する。寒さにも比較的強く、紅葉も楽しめる。,新規,4,2
sedeveria_letizia,セデベリア・レティージア,Letizia,Sedeveria 'Letizia',,交配種（園芸品種、原種なし）,5〜25℃,30〜50%,14,bright_direct,easy,ロゼット状に伸びる細長い葉が特徴のセダムとエケベリアの交配種。日光によく当てると葉先がピンクに色づく。過湿に弱いため土が乾いてから水やりを。,新規,4,1
aloinopsis_schooneesii,アロイノプシス・スコーニーシー,Schoonees's Aloinopsis,Aloinopsis schooneesii,,南アフリカ,10〜28℃,30〜40%,14,bright_direct,medium,三角形の肉厚な葉をロゼット状に広げるメセン類。夏は休眠気味になるため断水気味に、生育期の秋〜春にしっかり日に当てて育てる。黄色い花を咲かせる。,新規,5,4
aloinopsis_malherbei,アロイノプシス・マルヘルベイ,Malherbe's Aloinopsis,Aloinopsis malherbei,,南アフリカ,10〜28℃,30〜40%,14,bright_direct,medium,ざらざらした質感の小型ロゼットを作るメセン類。冬型に近い成長サイクルを持ち、夏の高温多湿期は断水気味に管理する。,新規,5,2
conophytum_bilobum,コノフィツム・ビロブム,Cone Plant,Conophytum bilobum,,南アフリカ,10〜25℃,30〜40%,14,bright_indirect,hard,二つに割れた葉が特徴の冬型メセン。夏は完全断水で休眠させ、秋から生育を再開したら徐々に水やりを再開する。直射日光は避け明るい場所で管理する。,新規,4,4
conophytum_pearsonii,コノフィツム・ペアルソニー,Conophytum Pearsonii,Conophytum pearsonii,,南アフリカ,10〜25℃,30〜40%,14,bright_indirect,hard,丸みを帯びた小さな株がクラスター状に群生する冬型メセン。夏の休眠期は断水し、秋に古い皮を脱いで新しい葉が出てから水やりを開始する。,新規,4,5
conophytum_ficiforme,コノフィツム・フィキフォルメ,Conophytum Ficiforme,Conophytum ficiforme,,南アフリカ,10〜25℃,30〜40%,14,bright_indirect,hard,いちじくの葉に似た形状から名付けられた冬型メセン。夏は断水して完全に休眠させ、秋の脱皮後から水やりを再開する。蒸れに弱いため風通しを確保する。,新規,2,5
faucaria_tigrina,フォーカリア・タイグリナ（虎の巻）,Tiger Jaws,Faucaria tigrina,Faucaria felina var. tigrina,南アフリカ,10〜28℃,30〜45%,12,bright_direct,easy,ギザギザの歯のような突起がある葉が向かい合う姿がユニーク。土が乾いたらたっぷり水やりを、夏は蒸れを避けてやや控えめにする。黄色い花が秋に咲く。,新規,5,1
faucaria_felina,フォーカリア・フェリナ,Cat's Jaws,Faucaria felina,,南アフリカ,10〜28℃,30〜45%,12,bright_direct,easy,タイグリナに似るがやや小型で歯の数が少ない。生育期の秋〜春は土が乾いたら水を与え、真夏は断水気味に管理して蒸れを防ぐ。,新規,4,1
adromischus_cristatus,アドロミスクス・クリスタツス（明鏡）,Crinkle-Leaf Plant,Adromischus cristatus,,南アフリカ,10〜28℃,30〜45%,14,bright_indirect,medium,波打った葉先が特徴的な小型多肉。強い直射日光より明るい場所を好み、土が乾いたら水やりを。過湿による根腐れに注意する。,新規,4,3
adromischus_cooperi,アドロミスクス・クーペリー（雅楽の舞）,Plover Eggs Plant,Adromischus cooperi,,南アフリカ,10〜28℃,30〜45%,14,bright_indirect,medium,卵のような丸みを帯びた葉に紫褐色の斑点が入るのが特徴。強すぎる直射日光は葉焼けの原因になるため、明るい場所で管理し土が乾いてから水やりする。,新規,3,3
cotyledon_orbiculata,コチレドン・オルビクラータ（福娘）,Pig's Ear,Cotyledon orbiculata,,南アフリカ,8〜28℃,30〜45%,12,bright_direct,easy,白い粉（ブルーム）をまとった丸い葉が特徴で、赤い縁取りが美しい。日光を好み、土が完全に乾いてから水やりを。冬は室内の明るい場所で管理する。,新規,5,2
cotyledon_tomentosa,コチレドン・トメントーサ（熊童子）,Bear Paws,Cotyledon tomentosa,,南アフリカ,10〜28℃,30〜45%,12,bright_direct,easy,クマの手のような産毛に覆われた葉の先に爪のようなギザギザがある人気種。強い直射日光としっかりした風通しを好み、土が乾いてから水やりを。,新規,4,1
portulacaria_afra,ポーチュラカリア・アフラ（雅楽の木）,Elephant Bush,Portulacaria afra,,南アフリカ,10〜28℃,30〜50%,10,bright_direct,easy,小さな丸い葉と赤みを帯びた枝が特徴で、ジェイドプランツに似た樹形を作る。生育旺盛で土が乾いたらしっかり水やりを。剪定で好みの樹形に整えやすい。,新規,4,2
portulacaria_afra_variegata,ポーチュラカリア・アフラ・バリエガータ（斑入り雅楽の木）,Variegated Elephant Bush,Portulacaria afra 'Variegata',,南アフリカ（園芸品種）,10〜28℃,30〜50%,10,bright_direct,medium,葉の縁にクリーム色の斑が入る品種で、原種より生育がやや穏やか。斑入り部分は葉焼けしやすいため、真夏は強すぎる直射日光を避ける。,新規,5,2
bulbine_frutescens,ブルビネ・フルテスケンス,Stalked Bulbine,Bulbine frutescens,,南アフリカ,10〜28℃,30〜50%,10,bright_direct,easy,細長い多肉質の葉が茂り、オレンジや黄色の星形の花を次々咲かせる。乾燥に強く土が乾いたら水やりをする程度で十分。丈夫で育てやすい。,新規,4,1
bulbine_mesembryanthemoides,ブルビネ・メセンブリアントイデス（虎の尾）,Bulbine Mesembryanthemoides,Bulbine mesembryanthemoides,,南アフリカ,10〜28℃,30〜45%,12,bright_direct,medium,先端が透明な「窓」になった棍棒状の葉が密生する珍しい姿の多肉。強い日差しでコンパクトに締まって育つ。土が乾いてから水やりを。,新規,4,4
delosperma_cooperi,デロスペルマ・クーペリー,Hardy Ice Plant,Delosperma cooperi,,南アフリカ,-5〜30℃,30〜50%,10,bright_direct,easy,鮮やかなマゼンタピンクの花を夏に咲かせる耐寒性メセンで、グラウンドカバーとしても利用される。乾燥に強く、土が乾いたら水やりをする程度で良い。,新規,5,1
delosperma_nubigenum,デロスペルマ・ヌビゲヌム,Hardy Yellow Ice Plant,Delosperma nubigenum,,南アフリカ,-10〜28℃,30〜50%,10,bright_direct,easy,鮮やかな黄色い花を咲かせる耐寒性の強いメセン。地面を這うように広がり、乾燥にも寒さにも強く土が乾いたら水やりをする程度で育つ。,新規,5,1
titanopsis_calcarea,チタノプシス・カルカレア,Concrete Leaf,Titanopsis calcarea,,南アフリカ,10〜28℃,30〜40%,14,bright_direct,medium,コンクリートのようなざらざらした質感の葉先が石灰岩に擬態するメセン。夏は断水気味にし、生育期の秋〜春にしっかり日に当てて育てる。,新規,5,3
pleiospilos_nelii,プレイオスピロス・ネリー（生き石）,Split Rock,Pleiospilos nelii,,南アフリカ,10〜28℃,30〜40%,14,bright_direct,medium,石のような分厚い一対の葉を持つメセンで「生き石」とも呼ばれる。夏の休眠期は断水し、秋の脱皮後から水やりを再開する。,新規,4,2
pleiospilos_bolusii,プレイオスピロス・ボルシー,Mimicry Stone,Pleiospilos bolusii,,南アフリカ,10〜28℃,30〜40%,14,bright_direct,medium,ネリーよりやや大型の葉を持つ生き石の仲間。夏は完全に断水して休眠させ、秋に古い葉が枯れて新しい葉が出たら水やりを再開する。,新規,5,4
frithia_pulchra,フリティア・プルクラ（碧眼玉）,Baby Toes,Frithia pulchra,,南アフリカ,12〜28℃,30〜40%,14,bright_direct,hard,円柱状の葉先に光を取り込む透明な「窓」を持つ小型メセン。地中に埋もれるように自生するため、鉢では用土を株元まで寄せて浅植えにし、夏は断水気味にする。,新規,4,4
argyroderma_delaetii,アルギロデルマ・デラエティー（万物相）,Silver-Skinned Plant,Argyroderma delaetii,,南アフリカ,10〜28℃,30〜40%,14,bright_direct,hard,つややかな球状の対葉を持つメセンで、様々な色の花を咲かせる。夏は断水して休眠させ、秋の脱皮後に水やりを再開する。過湿に非常に弱い。,新規,4,4
argyroderma_testiculare,アルギロデルマ・テスティクラーレ,Argyroderma Testiculare,Argyroderma testiculare,,南アフリカ,10〜28℃,30〜40%,14,bright_direct,hard,丸みを帯びた白灰色の葉が特徴のメセン。生育は冬型で、夏の休眠期は完全断水、秋から春にかけて日照をしっかり確保して育てる。,新規,4,4
astroloba_foliolosa,アストロロバ・フォリオロサ,Astroloba Foliolosa,Astroloba foliolosa,,南アフリカ,10〜28℃,30〜45%,14,bright_indirect,medium,螺旋状に葉が重なる塔状のロゼットが特徴で、ハオルチアに近縁。強い直射日光より明るい場所を好み、土が乾いたら水やりを。,新規,3,3
astroloba_spiralis,アストロロバ・スピラリス,Astroloba Spiralis,Astroloba spiralis,,南アフリカ,10〜28℃,30〜45%,14,bright_indirect,medium,名前の通り葉がらせん状に積み重なる塔状の姿が特徴。乾燥に強く、明るい場所で管理し土が乾いてから水やりをする。,新規,3,2
monilaria_moniliformis,モニラリア・モニリフォルミス（うさぎの耳）,Bunny Ears (Monilaria),Monilaria moniliformis,,南アフリカ,8〜25℃,30〜45%,12,bright_direct,hard,発芽直後の子葉がうさぎの耳のように見えることで人気の冬型メセン。夏は完全に断水して休眠させ、秋から水やりを再開する。,新規,5,4
rhombophyllum_nelii,ロンボフィルム・ネリー,Elkhorns,Rhombophyllum nelii,,南アフリカ,10〜28℃,30〜40%,14,bright_direct,medium,菱形の葉が十字対生し、縁に小さな突起があるメセン。生育期は秋〜春で、夏は蒸れを避けて断水気味に管理する。,新規,4,3
stapelia_gigantea,スタペリア・ギガンテア（大花犀角）,Zulu Giant,Stapelia gigantea,,南アフリカ,10〜28℃,30〜50%,12,bright_indirect,medium,直径30cm近くにもなる巨大な星形の花を咲かせるが、腐肉に似た強い匂いを放つ。土が乾いたら水やりをし、真夏の直射日光と冬の低温には注意する。,新規,2,3
stapelia_grandiflora,スタペリア・グランディフローラ,Giant Carrion Flower,Stapelia grandiflora,,南アフリカ,10〜28℃,30〜50%,12,bright_indirect,medium,毛の生えた濃い紫紅色の大輪の花を咲かせるが、ギガンテア同様に独特の匂いがある。多湿と過湿を嫌うため水はけの良い用土で管理する。,新規,3,3
huernia_zebrina,フェルニア・ゼブリナ,Owl Eyes / Lifesaver Plant,Huernia zebrina,,南アフリカ、タンザニア,10〜28℃,30〜50%,12,bright_indirect,medium,縞模様の星形の花の中心にドーナツ状のリング模様があるのが名前の由来。土が乾いたら水やりをし、過湿による茎の腐敗に注意する。,新規,3,3
huernia_schneideriana,フェルニア・シュナイデリアナ,Huernia Schneideriana,Huernia schneideriana,,東アフリカ〜南アフリカ,10〜28℃,30〜50%,12,bright_indirect,medium,五角形の星形花に細かい毛が生える多肉質のつる性植物。乾燥に強く、水はけの良い用土で土が乾いてから水やりをする。,新規,4,4
duvalia_caespitosa,デュバリア・カエスピトーサ,Duvalia Caespitosa,Duvalia caespitosa,,南アフリカ,10〜28℃,30〜50%,12,bright_indirect,medium,小さな星形の花をつける匍匐性の多肉茎植物。スタペリア類と同様に過湿を嫌い、土が乾いたら水やりをする程度で十分。,新規,4,4
ariocarpus_fissuratus,アリオカルプス・フィスラツス（岩牡丹）,Living Rock Cactus,Ariocarpus fissuratus,,メキシコ、アメリカ（テキサス州）,10〜30℃,25〜40%,18,bright_direct,hard,ひび割れた岩のような疣状の突起が特徴の超高難度サボテン。極端な乾燥に耐えるため水やりは控えめにし、水はけの良い用土で根腐れを防ぐ。,新規,5,4
ariocarpus_retusus,アリオカルプス・レツーサス（亀甲牡丹）,Star Rock Cactus,Ariocarpus retusus,,メキシコ,10〜30℃,25〜40%,18,bright_direct,hard,三角形の疣が放射状に並ぶ牡丹類の代表種。成長は非常に遅く、根腐れを避けるため水やりは土が完全に乾いてから控えめに行う。,新規,4,5
turbinicarpus_schmiedickeanus,ツルビニカルプス・シュミーディッケアヌス,Turbinicarpus Schmiedickeanus,Turbinicarpus schmiedickeanus,,メキシコ,10〜28℃,25〜40%,16,bright_direct,hard,直径数cmほどの小型サボテンで美しい刺座が魅力。極めて乾燥に強く、過湿による根腐れを起こしやすいため水やりは控えめにする。,新規,4,4
turbinicarpus_valdezianus,ツルビニカルプス・バルデジアヌス,Turbinicarpus Valdezianus,Turbinicarpus valdezianus,,メキシコ,10〜28℃,25〜40%,16,bright_direct,hard,細い白刺が密生する小型サボテン。生育が非常にゆっくりで、水のやりすぎに弱いため土が完全に乾いてから少量与える。,新規,4,5
thelocactus_bicolor,テロカクタス・ビコロル,Glory of Texas,Thelocactus bicolor,,メキシコ、アメリカ（テキサス州）,8〜30℃,25〜40%,16,bright_direct,medium,赤と白のコントラストが美しい刺と鮮やかなピンクの花が魅力のサボテン。日当たりを好み、生育期は土が乾いたら水やりを、冬は断水気味にする。,新規,4,2
thelocactus_hexaedrophorus,テロカクタス・ヘクサエドロフォルス,Thelocactus Hexaedrophorus,Thelocactus hexaedrophorus,,メキシコ,8〜30℃,25〜40%,16,bright_direct,medium,灰緑色の球体に大きな疣と太い刺を持つサボテン。強い日照を好み、過湿に弱いため土が完全に乾いてから水やりをする。,新規,5,4
weberocereus_tunilla,ウェベロケレウス・トゥニラ,Weberocereus Tunilla,Weberocereus tunilla,,コスタリカ、パナマ,15〜28℃,45〜65%,10,bright_indirect,medium,熱帯雨林の樹上に着生する扁平な茎を持つサボテン。土の表面が乾いたら水やりをし、乾燥させすぎないように注意する。強い直射日光は避けて明るい日陰で管理する。,新規,4,2
disocactus_flagelliformis,ディソカクタス・フラゲリフォルミス（金紐）,Rat Tail Cactus,Disocactus flagelliformis,Aporocactus flagelliformis,メキシコ,12〜28℃,40〜55%,10,bright_indirect,easy,細長い茎が垂れ下がるように伸びる着生サボテンで、鮮やかなピンクの花を咲かせる。ハンギングで育てるのが人気。土の表面が乾いたら水やりを、直射日光は避ける。,新規,2,1
disocactus_ackermannii,ディソカクタス・アッカーマニー,Red Orchid Cactus,Disocactus ackermannii,Nopalxochia ackermannii; Epiphyllum ackermannii,メキシコ,12〜28℃,40〜60%,10,bright_indirect,medium,扁平な茎から大輪の赤い花を咲かせる着生サボテン。強い直射日光を避け明るい場所で管理し、生育期は土の表面が乾いたら水やりをする。,新規,2,2
selenicereus_grandiflorus,セレニケレウス・グランディフローラス（夜の女王）,Queen of the Night,Selenicereus grandiflorus,,メキシコ、カリブ海地域,15〜28℃,40〜60%,10,bright_indirect,medium,一夜だけ咲く大輪の芳香花で知られる着生性サボテン。つる状に伸びるため支柱やヘゴ板に絡ませて育てるとよい。土の表面が乾いたら水やりをする。,新規,4,2
selenicereus_undatus,セレニケレウス・ウンダツス（ドラゴンフルーツ）,Dragon Fruit / Pitaya,Selenicereus undatus,Hylocereus undatus,中央アメリカ,15〜30℃,40〜60%,10,bright_direct,easy,果実「ドラゴンフルーツ」でおなじみのつる性サボテン。つるが伸びるため支柱で誘引しながら育てる。生育期は土が乾いたら水やりをし、日当たりの良い場所を好む。,新規,4,2
haworthia_limifolia,ハウォルチア・リミフォリア（笹の雪）,Fairy Washboard,Haworthia limifolia,,南アフリカ、スワジランド,10〜28℃,30〜50%,14,bright_indirect,easy,三角形の葉に横縞状の隆起が並ぶ独特の質感が特徴。強い直射日光より明るい場所を好み、土が乾いてから水やりをする。,新規,2,1
gasteria_bicolor,ガステリア・ビコロル,Ox Tongue (Gasteria Bicolor),Gasteria bicolor,,南アフリカ,10〜28℃,30〜50%,14,bright_indirect,easy,舌のような肉厚の葉が対になって重なる姿が特徴。直射日光より明るい場所を好み、乾燥に強いため土が乾いてから水やりをする程度でよい。,新規,4,1
crassula_muscosa,クラッスラ・ムスコーサ（籠目クラッスラ）,Rattlesnake / Watch Chain Plant,Crassula muscosa,,南アフリカ、ナミビア,10〜28℃,30〜50%,12,bright_indirect,easy,小さな葉が茎に密着して連なり、鎖のような独特の姿を作る。生育旺盛で群生しやすく、土が乾いたら水やりをする程度で十分。,新規,4,1
euphorbia_mammillaris,ユーフォルビア・マミラリス（獅子王丸）,Corncob Cactus,Euphorbia mammillaris,,南アフリカ,10〜28℃,30〜45%,14,bright_direct,easy,とうもろこしのような突起が並ぶ円柱状の茎を群生させるユーフォルビア。切ると出る白い樹液には毒性があるため取り扱いに注意する。土が乾いたら水やりを。,新規,5,2
kalanchoe_luciae,カランコエ・ルキアエ（フラップジャック）,Flapjacks / Paddle Plant,Kalanchoe luciae,,南アフリカ,8〜28℃,30〜45%,14,bright_direct,easy,平たく丸い葉が積み重なる姿が特徴で、寒さや強光に当たると葉が鮮やかな赤に紅葉する。土が完全に乾いてから水やりをし、蒸れを避ける。,新規,5,1
philodendron_warszewiczii,フィロデンドロン・ワルスシェヴィッチー,Philodendron Warszewiczii,Philodendron warszewiczii,,中央アメリカ（コスタリカ〜パナマ、コロンビア）,20〜28℃,60〜80%,6,bright_indirect,medium,羽状に切れ込む個性的な葉が魅力。土の表面が乾いたらたっぷり水やりし、明るい日陰〜レースカーテン越しの光で育てる。乾燥した空気では葉先が枯れ込みやすいので加湿を心がける。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,4,4
philodendron_plowmanii,フィロデンドロン・プロウマニー,Philodendron Plowmanii,Philodendron plowmanii,,エクアドル、ペルー,20〜28℃,60〜80%,6,bright_indirect,medium,波打つ縁と質感のあるハート形の大型葉が特徴。強い直射日光は葉焼けの原因になるため明るい日陰で管理する。生育期は土が乾いたらたっぷり水を与える。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,3,2
philodendron_pastazanum,フィロデンドロン・パスタザナム,Philodendron Pastazanum,Philodendron pastazanum,,エクアドル,20〜28℃,60〜80%,6,bright_indirect,medium,つやのある大きなハート形の葉に白い葉脈が浮き出るのが特徴。土の表面が乾いたら水やりし、高い湿度を好む。冬は水やり頻度を落とし乾燥気味に管理する。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,3,3
philodendron_gigas,フィロデンドロン・ギガス,Philodendron Gigas,Philodendron gigas,,パナマ,20〜28℃,60〜80%,6,bright_indirect,medium,ビロード状の質感を持つ濃緑〜銅色の葉が魅力の希少種。強い光は避け明るい日陰で管理し、土が乾いたらたっぷり水やりする。乾燥した環境では成長が鈍る。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,2,4
philodendron_moonlight,フィロデンドロン・ムーンライト,Philodendron 'Moonlight',Philodendron 'Moonlight',,園芸交配種（原種の自生地なし）,18〜28℃,50〜70%,5,bright_indirect,easy,新葉が鮮やかな黄緑〜チャルトルーズ色に展開する非つる性の交配品種。明るい日陰でよく育ち、初心者にも育てやすい。土の表面が乾いたら水やりを行う。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,4,2
philodendron_martianum,フィロデンドロン・マルティアヌム,Philodendron Martianum (Fat Boy),Philodendron martianum,,ブラジル,20〜28℃,50〜70%,6,bright_indirect,easy,膨らんだ多肉質の葉柄が特徴で「ファットボーイ」の愛称を持つ。乾燥にも比較的強く育てやすい。土がしっかり乾いてから水やりし、過湿による根腐れに注意する。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,3,2
anthurium_faustomirandae,アンスリウム・ファウストミランダエ,Anthurium Faustomirandae,Anthurium faustomirandae,,メキシコ,20〜28℃,60〜80%,6,bright_indirect,medium,1メートルを超えることもある巨大なビロード葉が特徴の希少種。強い直射日光を避け明るい日陰で管理し、土の表面が乾いたらたっぷり水やりする。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,2,2
anthurium_wendlingeri,アンスリウム・ウェンドリンゲリー,Anthurium Wendlingeri,Anthurium wendlingeri,,エクアドル,20〜28℃,60〜80%,6,bright_indirect,medium,細長く垂れ下がる帯状の葉が特徴的で、ハンギングでの栽培に向く。高い湿度を好み、乾燥すると葉先が枯れ込みやすい。土の表面が乾いたら水やりする。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,3,4
anthurium_plowmanii,アンスリウム・プロウマニー,Anthurium Plowmanii,Anthurium plowmanii,,南米（ペルー、ボリビア、ブラジル）,20〜28℃,50〜70%,6,bright_indirect,easy,波打つ長い葉が特徴で「ジャングルキング/クイーン」の名でも流通する。比較的丈夫で育てやすく、土の表面が乾いたらたっぷり水やりする。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,4,1
anthurium_dressleri,アンスリウム・ドレスレリー,Anthurium Dressleri,Anthurium dressleri,,パナマ、コロンビア,20〜28℃,60〜80%,6,bright_indirect,medium,革質で艶のある濃緑の葉に浅い葉脈が入るのが特徴。強い光は避け明るい日陰で管理し、高湿度を保つと美しい葉色を維持しやすい。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,2,4
alocasia_infernalis,アロカシア・インフェルナリス,Alocasia Infernalis,Alocasia infernalis,,ボルネオ島,20〜28℃,60〜80%,6,bright_indirect,medium,黒紫がかった小型の葉と黒い茎が特徴の希少種。強い直射日光を避け明るい日陰で管理し、土の表面が乾いたら水やりする。冬は休眠気味になり水やりを控える。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,2,4
alocasia_heterophylla,アロカシア・ヘテロフィラ,Alocasia Heterophylla,Alocasia heterophylla,,フィリピン,20〜28℃,60〜80%,6,bright_indirect,medium,細長い矢じり形の葉を持つ中型種。高温多湿を好み、土の表面が乾いたらたっぷり水やりする。乾燥すると葉先が茶色く傷みやすいので加湿を意識する。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,3,2
alocasia_clypeolata,アロカシア・クリペオラタ,Alocasia Clypeolata,Alocasia clypeolata,,フィリピン,20〜28℃,60〜80%,6,bright_indirect,medium,スプーン状の質感ある葉と銀白色の葉脈が美しい。強光は避け、土の表面が乾いたら水やりする。過湿による球根の腐敗に注意し、水はけの良い用土を使う。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,3,2
alocasia_sarawakensis,アロカシア・サラワケンシス,Alocasia Sarawakensis,Alocasia sarawakensis,,ボルネオ島（サラワク州）,20〜28℃,60〜80%,6,bright_indirect,medium,大型の矢じり形の葉を持ち、代表的な栽培品種に'ユカタンプリンセス'がある。土の表面が乾いたらたっぷり水やりし、高湿度と明るい日陰を好む。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,2,3
colocasia_gigantea,コロカシア・ギガンテア,Giant Elephant Ear,Colocasia gigantea,,東南アジア（タイ、ベトナム、中国南部）,18〜28℃,50〜70%,5,bright_indirect,easy,大人の背丈を超えるほど巨大に育つ大型の観葉植物。生育期はよく水を吸うため土が乾いたらたっぷり水やりする。屋外の明るい日陰でも育てやすい。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,3,1
colocasia_esculenta_illustris,コロカシア・エスクレンタ・イルストリス（インペリアルタロ）,Imperial Taro,Colocasia esculenta 'Illustris',,熱帯アジア原産のサトイモの園芸品種,18〜28℃,50〜70%,5,bright_indirect,easy,黒紫色の葉に鮮やかな緑の葉脈が浮かぶ美しい品種。土の表面が乾いたらたっぷり水やりし、生育期は特に水切れに注意する。日陰でも育てやすい。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,3,2
colocasia_affinis_jenningsii,コロカシア・アフィニス・ジェニンギシー（マウスイヤー）,Mouse Ear Plant (Jenningsii),Colocasia affinis var. jenningsii,Colocasia jenningsii,ヒマラヤ（インド北東部）,18〜26℃,50〜70%,5,bright_indirect,easy,銀白色の葉脈が浮かぶハート形の小型葉が「マウスイヤー」と呼ばれる所以。コンパクトに育つため室内でも扱いやすく、土の表面が乾いたら水やりする。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,4,1
colocasia_fallax,コロカシア・ファラックス,Silver-veined Taro,Colocasia fallax,,インド、ヒマラヤ地域,18〜26℃,50〜70%,5,bright_indirect,easy,銀色の葉脈が入る小型のグラウンドカバー向け品種。乾燥にはやや弱く、土の表面が乾いたらたっぷり水やりする。冬は休眠し葉が枯れることがある。サトイモ科でシュウ酸カルシウムを含み、犬・猫・小児には有毒。誤食に注意し、手の届かない場所に置く。,新規,4,2
begonia_escargot,ベゴニア・エスカルゴ,Begonia 'Escargot',Begonia 'Escargot',Begonia rex-cultorum 'Escargot',交配種（レックスベゴニア系園芸品種）,18〜24℃,50〜70%,6,bright_indirect,medium,渦巻き状の模様が入る葉がカタツムリの殻のように見えることが名前の由来。直射日光を避け明るい日陰で管理し、土の表面が乾いたら水やりする。乾燥した空気で葉先が傷みやすい。シュウ酸を含み、特に地下茎・球根部分は犬・猫にとって有毒なため誤食に注意する。,新規,4,2
begonia_ferox,ベゴニア・フェロックス,Begonia Ferox,Begonia ferox,,中国南部（広西チワン族自治区）,18〜24℃,50〜70%,6,bright_indirect,medium,黒みがかったビロード質の葉に鋭いトゲ状の突起があるのが特徴の希少種。強光と乾燥を嫌い、土の表面が乾いたら水やりする。風通しの良い明るい日陰が適する。シュウ酸を含み、特に地下茎・球根部分は犬・猫にとって有毒なため誤食に注意する。,新規,2,3
begonia_serratipetala,ベゴニア・セラティペタラ,Begonia Serratipetala,Begonia serratipetala,,パプアニューギニア,18〜26℃,50〜70%,6,bright_indirect,medium,縁がギザギザした緑の葉にピンクの斑点が入るのが特徴。土の表面が乾いたら水やりし、直射日光は避けて明るい日陰で育てる。過湿による茎の腐敗に注意する。シュウ酸を含み、特に地下茎・球根部分は犬・猫にとって有毒なため誤食に注意する。,新規,2,2
