key,displayName,englishName,scientificName,scientificNameAliases,originCountry,idealTemperatureRange,idealHumidityRange,wateringIntervalDays,lightRequirement,careDifficulty,careMemo,status,lightStars,difficultyStars
zygopetalum_mackayi,ジゴペタラム・マッカイ,Zygopetalum mackayi,Zygopetalum mackayi,,ブラジル,10〜25℃,50〜70%,6,bright_indirect,medium,芳香のある紫がかった花が特徴のランで用土が乾いたらたっぷり水を与えます。他のランより涼しい環境を好み、明るい日陰で直射日光は葉焼けの原因になります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
angraecum_sesquipedale,アングレカム・セスキペダレ,Christmas Star Orchid,Angraecum sesquipedale,,マダガスカル,18〜28℃,55〜75%,6,bright_indirect,hard,非常に長い距を持つ星形の白い花を咲かせる希少種で用土や水苔が乾いたらたっぷり水を与えます。高い湿度を好み乾燥に弱いため加湿を心がけてください。明るい日陰を好み直射日光は葉焼けの原因になります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,4
encyclia_cochleata,エンシクリア・コクレアタ,Cockleshell Orchid,Encyclia cochleata,,中南米,15〜28℃,50〜70%,7,bright_indirect,easy,貝殻のような形の唇弁が特徴のユニークな花を咲かせる丈夫なランでバルブに水分を蓄えるため用土が乾いたらたっぷり水を与えます。明るい日陰でよく育ち比較的育てやすい品種です。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
ludisia_discolor,ルディシア・ディスカラー,Jewel Orchid,Ludisia discolor,,東南アジア,18〜28℃,55〜75%,5,low_light,easy,ビロード状の黒みがかった葉に赤い葉脈が入る、花より葉を楽しむジュエルオーキッドで用土が乾いたらたっぷり水を与えます。他のランと異なり耐陰性が高く室内の明るい日陰でよく育ちます。直射日光は葉焼けの原因になるため避けてください。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,2,2
maxillaria_tenuifolia,マキシラリア・テヌイフォリア,Coconut Orchid,Maxillaria tenuifolia,,中米,15〜28℃,50〜70%,6,bright_indirect,easy,ココナッツのような甘い香りの花を咲かせる丈夫なランで用土が乾いたらたっぷり水を与えます。明るい日陰でよく育ち比較的育てやすい品種です。細長い葉が茂みのように広がります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
coelogyne_cristata,セロジネ・クリスタータ,Coelogyne cristata,Coelogyne cristata,,ヒマラヤ,5〜22℃,50〜70%,7,bright_indirect,medium,白く縁取られた清楚な花を房状に咲かせる涼しい気候を好むランで用土が乾いたらたっぷり水を与えます。高温多湿の日本の夏は苦手なため風通しの良い涼しい場所で管理してください。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
stanhopea_tigrina,スタンホペア・ティグリナ,Tiger Stanhopea,Stanhopea tigrina,,メキシコ,15〜28℃,55〜75%,6,bright_indirect,medium,花茎が鉢底に向かって伸びるため吊り鉢やバスケットで栽培する個性的なランで用土が乾いたらたっぷり水を与えます。強い香りの大輪の花を咲かせますが一輪の花の寿命は数日と短い品種です。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
psychopsis_papilio,サイコプシス・パピリオ,Butterfly Orchid,Psychopsis papilio,,中南米,18〜28℃,50〜70%,6,bright_indirect,medium,蝶が舞うような姿の花を次々と長期間咲かせる品種で用土が乾いたらたっぷり水を与えます。明るい場所を好み強い直射日光は葉焼けの原因になります。一本の花茎から次々と花を咲かせ長く楽しめます。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,4,3
rhynchostylis_gigantea,リンコスティリス・ギガンテア,Foxtail Orchid,Rhynchostylis gigantea,,東南アジア,18〜30℃,55〜75%,5,bright_direct,hard,狐の尻尾のような花房を咲かせる着生ランで根が空気中に露出するバスケット植えが基本のため霧吹きや浸け水で頻繁に水分を補給します。非常に明るい環境と高い湿度を好み、日照不足や乾燥だと花付きが悪くなります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,5,4
vriesea_splendens,ビルベルギア・スプレンデンス,Flaming Sword,Vriesea splendens,,ブラジル,18〜28℃,50〜70%,7,bright_indirect,easy,虎縞模様の葉と剣のような赤い花穂が特徴のブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。明るい日陰でよく育ちますが強い直射日光は葉焼けの原因になります。開花後は子株が出るため株分けで増やせます。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
vriesea_hieroglyphica,ヴリーセア・ヒエログリフィカ,King of Bromeliads,Vriesea hieroglyphica,,ブラジル,18〜28℃,55〜75%,7,bright_indirect,medium,葉に象形文字のような模様が入る大型のブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。明るい日陰でよく育ちますが強い直射日光は葉焼けの原因になります。大きく育つため鉢の置き場所に余裕を持たせましょう。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
guzmania_lingulata,グズマニア・リングラータ,Scarlet Star,Guzmania lingulata,,中南米,18〜28℃,50〜70%,7,bright_indirect,easy,鮮やかな星形の苞葉が長期間楽しめる定番のブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。明るい日陰でよく育ちますが強い直射日光は葉焼けの原因になります。開花後は子株が出るため株分けで増やせます。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
guzmania_sanguinea,グズマニア・サンギネア,Guzmania sanguinea,Guzmania sanguinea,,中米,18〜28℃,50〜70%,7,bright_indirect,easy,開花期に葉の中心部が赤やオレンジに色づく品種で、葉の中心のカップに水を溜めて管理し土は控えめに与えます。明るい日陰でよく育ちますが強い直射日光は葉焼けの原因になります。発色を楽しむには十分な光を確保しましょう。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
neoregelia_carolinae,ネオレゲリア・カロリナエ,Blushing Bromeliad,Neoregelia carolinae,,ブラジル,18〜28℃,50〜70%,7,bright_indirect,easy,開花期に中心部の葉が鮮やかな赤に色づくブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。発色を良くするには明るい光が必要ですが強い直射日光は葉焼けの原因になります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,4,2
neoregelia_fireball,ネオレゲリア・ファイアボール,Neoregelia 'Fireball',Neoregelia 'Fireball',,中南米原産種の園芸品種,18〜28℃,50〜70%,7,bright_direct,easy,明るい光に当てると葉全体が燃えるような赤色に染まる小型品種で、葉の中心のカップに水を溜めて管理し土は控えめに与えます。発色を楽しむには十分な光が必要で、光量不足だと緑色に戻りやすくなります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,4,1
aechmea_fasciata,アエクメア・ファスキアタ,Silver Vase Plant,Aechmea fasciata,,ブラジル,15〜28℃,45〜65%,8,bright_indirect,easy,銀白色の縞模様の葉とピンクの花穂が美しい定番のブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。明るい日陰でよく育ちますが強い直射日光は葉焼けの原因になります。花後は子株が出るため株分けで増やせます。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
aechmea_chantinii,アエクメア・シャンティニー,Amazonian Zebra Plant,Aechmea chantinii,,アマゾン,18〜28℃,55〜75%,7,bright_indirect,medium,虎縞模様の力強い葉と鮮やかな花序が特徴の大型ブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。他のアエクメアよりやや高い湿度を好み、明るい日陰で強い直射日光は葉焼けの原因になります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
billbergia_nutans,ビルベルギア・ヌタンス,Queen's Tears,Billbergia nutans,,ブラジル・アルゼンチン,10〜28℃,45〜65%,8,bright_indirect,easy,細長い葉が茂りしなやかに垂れ下がる花を咲かせる丈夫なブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。他のブロメリアより耐寒性・耐乾性があり育てやすい品種です。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
cryptanthus_bivittatus,クリプタンサス・ビビタタス,Earth Star,Cryptanthus bivittatus,,ブラジル,18〜28℃,45〜65%,6,bright_indirect,easy,星形にロゼット状に広がる縞模様の葉が特徴の地生ブロメリアで、他のブロメリアと異なりカップを持たないため土に水を与えます。明るい日陰から半日向でよく育ち、光量に応じて葉色が変化します。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
cryptanthus_zonatus,クリプタンサス・ゾナータス,Zebra Plant,Cryptanthus zonatus,,ブラジル,18〜28℃,45〜65%,6,bright_indirect,easy,波打つ縞模様の葉が地表を這うように広がる品種で、他のブロメリアと異なりカップを持たないため土に水を与えます。明るい日陰から半日向でよく育ち、光量不足だと縞模様が薄れやすくなります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
dyckia_brevifolia,ディッキア・ブレビフォリア,Dyckia brevifolia,Dyckia brevifolia,,ブラジル,5〜30℃,25〜45%,10,bright_direct,easy,鋸歯状の縁を持つ硬い葉がロゼット状に広がる地生ブロメリアで、他のブロメリアと異なり乾燥に強く土が乾いてから水を与えます。強い直射日光を好み屋外の日当たりの良い場所でよく育ちます。葉のトゲは鋭いため置き場所に注意してください。,新規,5,2
puya_alpestris,プヤ・アルペストリス,Sapphire Tower,Puya alpestris,,チリ,0〜28℃,25〜45%,12,bright_direct,medium,金属的な青緑色の珍しい花を咲かせる地生ブロメリアで、乾燥に強く土が完全に乾いてから水を与えます。耐寒性もあり強い直射日光を好みます。開花までに数年かかる気長に育てる植物です。葉の縁にトゲがあるため置き場所に注意してください。,新規,5,3
ananas_comosus,アナナス・コモサス,Pineapple Plant,Ananas comosus,,南米,18〜30℃,45〜65%,7,bright_direct,easy,実を食べた後の冠芽を植えても育てられる観賞用パイナップルで、生育期は土が乾いたらたっぷり水を与えます。強い光を好み日照不足だと葉が間延びしやすくなります。育てる過程を楽しむ観葉植物として人気です。葉の縁のトゲに注意してください。,新規,4,2
nidularium_innocentii,ニドゥラリウム・イノケンティー,Nidularium innocentii,Nidularium innocentii,,ブラジル,18〜28℃,55〜75%,7,bright_indirect,medium,中心部の苞葉が赤く色づく巣を思わせる姿のブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。高い湿度を好み明るい日陰で強い直射日光は葉焼けの原因になります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
orthophytum_gurkenii,オルソフィツム・グルケニー,Orthophytum gurkenii,Orthophytum gurkenii,,ブラジル,15〜28℃,40〜60%,8,bright_direct,medium,群生してマット状に広がる小型の地生ブロメリアで、他のブロメリアと異なりカップを持たず土に水を与えます。強い光を好み日照不足だと葉色が薄くなりやすい傾向があります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,4,3
tillandsia_cyanea,チランジア・シアネア,Pink Quill,Tillandsia cyanea,,エクアドル,15〜28℃,50〜70%,6,bright_indirect,easy,ピンク色の羽根状の苞から紫の花を咲かせる、土に植えられる珍しいタイプのチランジアで用土が乾いたら水を与えます。明るい日陰でよく育ちますが強い直射日光は葉焼けの原因になります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
aechmea_recurvata,アエクメア・レクルバータ,Aechmea recurvata,Aechmea recurvata,,ブラジル,10〜28℃,45〜65%,8,bright_indirect,easy,開花期に中心部の葉が赤く色づく小型のアエクメアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。明るい日陰から半日向でよく育ち、他のアエクメアより耐寒性があります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,4,2
guzmania_musaica,グズマニア・ムサイカ,Mosaic Guzmania,Guzmania musaica,,中南米,18〜28℃,55〜75%,7,bright_indirect,medium,モザイク状の美しい模様が入る葉が特徴のブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。高い湿度を好み明るい日陰で強い直射日光は葉焼けの原因になります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
vriesea_fenestralis,ヴリーセア・フェネストラリス,Netted Vriesea,Vriesea fenestralis,,ブラジル,18〜28℃,55〜75%,7,bright_indirect,medium,網目状の葉脈模様が浮かぶ美しい葉が特徴の大型ブロメリアで、葉の中心のカップに水を溜めて管理し土は控えめに与えます。明るい日陰でよく育ちますが強い直射日光は葉焼けの原因になります。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
mammillaria_elongata,マミラリア・エロンガータ,Golden Stars Cactus,Mammillaria elongata,,メキシコ,10〜30℃,20〜40%,12,bright_direct,easy,指のように細長い茎が群生する丈夫なサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。子株がよく吹き群生株に育てやすい品種です。トゲは鋭いため置き場所に注意してください。,新規,5,1
mammillaria_hahniana,マミラリア・ハーニアナ,Old Lady Cactus,Mammillaria hahniana,,メキシコ,10〜30℃,20〜40%,12,bright_direct,easy,白い長毛に覆われた球形の姿が特徴の人気サボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み白い毛を美しく保つには十分な光が必要です。トゲは鋭いため置き場所に注意してください。,新規,5,1
mammillaria_gracilis,マミラリア・グラキリス,Thimble Cactus,Mammillaria gracilis,,メキシコ,10〜30℃,20〜40%,12,bright_direct,easy,小さな球形の茎が群生してよく増える丈夫なサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。子吹きがよく群生株に育てやすい品種です。トゲは鋭いため置き場所に注意してください。,新規,5,1
gymnocalycium_mihanovichii,ギムノカリキウム・ミハノビッチ,Moon Cactus,Gymnocalycium mihanovichii,,パラグアイ・アルゼンチン,10〜28℃,25〜45%,12,bright_indirect,easy,葉緑素を持たない鮮やかな色のサボテンを台木に接ぎ木した品種としても流通し、生育期は土が完全に乾いてから水を与えます。強すぎない明るい光を好み、直射日光は表面が焼けることがあるため注意してください。トゲは鋭いため置き場所に注意してください。,新規,4,2
gymnocalycium_saglionis,ギムノカリキウム・サグリオニス,Gymnocalycium saglionis,Gymnocalycium saglionis,,アルゼンチン,10〜28℃,25〜45%,12,bright_direct,easy,大きく育つ球形の茎と太いトゲが特徴のサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。成長すると存在感のある株になります。トゲは鋭いため置き場所に注意してください。,新規,5,2
astrophytum_myriostigma,アストロフィツム・ミリオスティグマ,Bishop's Cap,Astrophytum myriostigma,,メキシコ,10〜28℃,20〜40%,12,bright_direct,medium,白い綿毛状の斑点に覆われた稜のある姿が特徴の人気サボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。トゲがほとんどなく扱いやすい品種です。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,5,3
astrophytum_asterias,アストロフィツム・アステリアス,Sand Dollar Cactus,Astrophytum asterias,,メキシコ・アメリカ南部,10〜28℃,20〜40%,12,bright_direct,hard,ほぼ平たい星形の姿が特徴の希少なサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと形が崩れやすくなります。成長が非常に遅く根腐れに注意が必要な繊細な品種です。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,5,4
astrophytum_ornatum,アストロフィツム・オルナツム,Bishop's Cap,Astrophytum ornatum,,メキシコ,10〜28℃,20〜40%,12,bright_direct,medium,白い斑点模様と力強いトゲが特徴の柱状に育つサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。成長すると大きな柱状に育ちます。トゲは鋭いため置き場所に注意してください。,新規,5,3
echinopsis_oxygona,エキノプシス・オキシゴナ,Easter Lily Cactus,Echinopsis oxygona,,南米,10〜28℃,25〜45%,10,bright_direct,easy,大輪の香りの良い花を咲かせる丈夫な球形サボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み子株がよく吹き群生株に育てやすい品種です。トゲは鋭いため置き場所に注意してください。,新規,5,1
echinopsis_subdenudata,エキノプシス・スブデヌダータ,Domino Cactus,Echinopsis subdenudata,,ボリビア,10〜28℃,25〜45%,10,bright_direct,easy,トゲがほとんどなく白い綿毛が目立つ球形サボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み夜に大きな白い花を咲かせます。トゲが少なく扱いやすい入門種です。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,5,1
opuntia_microdasys,オプンティア・ミクロダシス,Bunny Ears Cactus,Opuntia microdasys,,メキシコ,10〜30℃,20〜40%,12,bright_direct,easy,うさぎの耳のような平たい茎が連なる人気のサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。トゲは小さく見えても刺さると抜けにくいため素手で触れないよう注意してください。,新規,5,2
rebutia_minuscula,レブチア・ミヌスクラ,Red Crown Cactus,Rebutia minuscula,,アルゼンチン,10〜28℃,25〜45%,10,bright_direct,easy,小型で群生しやすく鮮やかな花を毎年咲かせる丈夫なサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み小さな鉢でも花を楽しみやすい品種です。トゲは鋭いため置き場所に注意してください。,新規,4,1
ferocactus_glaucescens,フェロカクタス・グラウケッセンス,Blue Barrel Cactus,Ferocactus glaucescens,,メキシコ,10〜30℃,20〜40%,12,bright_direct,medium,青みがかった球体と黄金色のトゲのコントラストが美しいサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。トゲは非常に鋭いため置き場所に十分注意してください。,新規,5,3
echinocactus_grusonii,エキノカクタス・グルソニー,Golden Barrel Cactus,Echinocactus grusonii,,メキシコ,10〜30℃,20〜40%,12,bright_direct,easy,黄金色のトゲに覆われた球形の姿が特徴の人気サボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み大きく育つと存在感のある株になります。トゲは非常に鋭いため置き場所に十分注意してください。,新規,5,2
cereus_peruvianus,ケレウス・ペルビアヌス,Peruvian Apple Cactus,Cereus peruvianus,,南米,10〜30℃,20〜40%,12,bright_direct,easy,柱状に力強く育つ丈夫なサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み成長が早く大きく育ちます。トゲは鋭いため置き場所に注意してください。,新規,5,2
espostoa_lanata,エスポストア・ラナータ,Peruvian Old Man Cactus,Espostoa lanata,,ペルー,10〜28℃,25〜45%,11,bright_direct,medium,白い綿毛に覆われた柱状のサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み白い綿毛を美しく保つには十分な光が必要です。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,5,3
lobivia_famatimensis,ロビビア・ファマチメンシス,Lobivia famatimensis,Lobivia famatimensis,,アルゼンチン,10〜28℃,25〜45%,10,bright_direct,easy,小型で色とりどりの花を毎年咲かせる丈夫なサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み子株がよく吹き群生株に育てやすい品種です。トゲは鋭いため置き場所に注意してください。,新規,4,1
notocactus_magnificus,ノトカクタス・マグニフィクス,Blue Ball Cactus,Notocactus magnificus,Parodia magnifica,ブラジル・ウルグアイ,10〜28℃,25〜45%,11,bright_direct,easy,青みがかった稜のある球形が特徴のサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み群生して大きな株に育ちます。トゲは鋭いため置き場所に注意してください。,新規,5,2
parodia_leninghausii,パロディア・レニングハウシー,Golden Ball Cactus,Parodia leninghausii,,ブラジル,10〜28℃,25〜45%,11,bright_direct,easy,黄金色の細かいトゲに覆われた柱状のサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。トゲは見た目より柔らかめですが注意してください。,新規,5,2
cleistocactus_strausii,クレイストカクタス・ストラウシー,Silver Torch Cactus,Cleistocactus strausii,,ボリビア,10〜28℃,20〜40%,11,bright_direct,medium,銀白色の細かいトゲに覆われた柱状のサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。成長すると大きな柱状に育ちます。トゲは鋭いため置き場所に注意してください。,新規,5,3
trichocereus_pachanoi,トリコケレウス・パカノイ,San Pedro Cactus,Trichocereus pachanoi,Echinopsis pachanoi,南米アンデス,10〜28℃,20〜40%,11,bright_direct,easy,成長が早く柱状に力強く育つサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み大きく育つため鉢の置き場所に余裕を持たせましょう。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,5,2
melocactus_matanzanus,メロカクタス・マタンザヌス,Dwarf Turk's Cap,Melocactus matanzanus,,キューバ,15〜28℃,30〜50%,10,bright_direct,hard,成熟すると頭頂部に毛の生えた花座を形成する個性的なサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光と高めの気温を好み、寒さにやや弱いため冬の温度管理に注意が必要です。トゲは鋭いため置き場所に注意してください。,新規,5,4
copiapoa_cinerea,コピアポア・キネレア,Copiapoa cinerea,Copiapoa cinerea,,チリ,10〜28℃,15〜35%,14,bright_direct,hard,白い粉を吹いたような灰白色の姿が特徴の希少なサボテンで、生育期は土が完全に乾いてから数日後に水を与える極度に乾燥気味の管理が基本です。強い直射日光と風通しの良い環境を好み、成長が非常に遅いため過湿による根腐れに特に注意してください。トゲは鋭いため置き場所に注意してください。,新規,5,5
haageocereus_versicolor,ハーゲオケレウス・ベルシカラー,Haageocereus versicolor,Haageocereus versicolor,,ペルー,10〜28℃,20〜40%,11,bright_direct,medium,色とりどりのトゲが柱状の茎を彩るサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。トゲは鋭いため置き場所に注意してください。,新規,5,3
rhipsalidopsis_gaertneri,リプサリドプシス・ゲルトネリ,Easter Cactus,Rhipsalidopsis gaertneri,Hatiora gaertneri,ブラジル,15〜25℃,50〜70%,7,bright_indirect,easy,平たい茎の先に鮮やかな花を咲かせる着生サボテンで、他のサボテンと異なり土の表面が乾いたら水を与えます。明るい日陰を好み強い直射日光は茎焼けの原因になります。他のサボテン類と同様、誤食は避けペットのいる家庭では注意しましょう。,新規,3,2
sansevieria_trifasciata,サンスベリア・トリファスキアタ,Snake Plant,Sansevieria trifasciata,Dracaena trifasciata,西アフリカ,15〜30℃,30〜50%,14,bright_indirect,easy,トラノオの名で親しまれる定番の丈夫な品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内のさまざまな場所で育てやすいですが、直射日光は葉焼けの原因になるため避けてください。CAM型光合成のため夜間も空気を浄化するとされ寝室にも向くとされます。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
sansevieria_cylindrica,サンスベリア・シリンドリカ,Cylindrical Snake Plant,Sansevieria cylindrica,Dracaena angolensis,アンゴラ,15〜30℃,25〜45%,14,bright_indirect,easy,棒状に伸びる円筒形の葉が特徴で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性があり室内でも育てやすいですが直射日光は葉焼けの原因になるため避けてください。葉を編み込んだ仕立てでも流通する人気品種です。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,2
sansevieria_moonshine,サンスベリア・ムーンシャイン,Moonshine Snake Plant,Sansevieria trifasciata 'Moonshine',,西アフリカ原産種の園芸品種,15〜30℃,30〜50%,14,bright_indirect,easy,銀灰色に輝く幅広の葉が特徴の品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内のさまざまな場所で育てやすいですが、発色を保つには明るい光が適しています。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,3,1
sansevieria_kirkii,サンスベリア・キルキー,Sansevieria kirkii,Sansevieria kirkii,,東アフリカ,15〜30℃,30〜50%,12,bright_indirect,medium,波打つ縁と斑模様の入る幅広の葉が特徴の品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性はありますが発色を保つには明るい光が適しています。他のサンスベリアよりやや成長がゆっくりです。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,3,2
sansevieria_masoniana,サンスベリア・マソニアーナ,Whale Fin Snake Plant,Sansevieria masoniana,,コンゴ,15〜30℃,30〜50%,14,bright_indirect,easy,クジラの尾のような一枚の大きな葉が特徴的な品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内でも育てやすいですが直射日光は葉焼けの原因になるため避けてください。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,2
sansevieria_francisii,サンスベリア・フランシシー,Sansevieria francisii,Sansevieria francisii,,ケニア,15〜30℃,25〜45%,14,bright_direct,medium,肉厚な棒状の葉が密集して星形に広がる品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。他のサンスベリアより強い光を好み、日照不足だと葉が間延びしやすくなります。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,4,3
sansevieria_fernwood,サンスベリア・ファーンウッド,Sansevieria 'Fernwood',Sansevieria 'Fernwood',,西アフリカ原産種の園芸品種,15〜30℃,25〜45%,14,bright_indirect,easy,細く棒状の葉が扇状に広がる品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内のさまざまな場所で育てやすい丈夫な品種です。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
sansevieria_boncel,サンスベリア・ボンセル,Sansevieria 'Boncel',Sansevieria trifasciata 'Boncel',,西アフリカ原産種の園芸品種,15〜30℃,30〜50%,14,bright_indirect,easy,コンパクトに育つ棒状の葉が特徴の小型品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く小さな鉢でも育てやすく、盆栽のような仕立ても楽しめます。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
sansevieria_black_coral,サンスベリア・ブラックコーラル,Black Coral Snake Plant,Sansevieria trifasciata 'Black Coral',,西アフリカ原産種の園芸品種,15〜30℃,30〜50%,14,bright_indirect,easy,黒みがかった濃緑色の幅広い葉が特徴の品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内のさまざまな場所で育てやすい丈夫な品種です。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
sansevieria_hahnii,サンスベリア・ハーニー,Bird's Nest Snake Plant,Sansevieria trifasciata 'Hahnii',,西アフリカ原産種の園芸品種,15〜30℃,30〜50%,14,bright_indirect,easy,鳥の巣のようにロゼット状にコンパクトまとまる小型品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く小さな鉢でも育てやすい丈夫な品種です。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
calathea_orbifolia,カラテア・オルビフォリア,Calathea orbifolia,Goeppertia orbifolia,,ブラジル,18〜28℃,60〜75%,5,bright_indirect,medium,銀緑色の縞模様が入る丸みを帯びた大きな葉が特徴で、表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥すると葉先が茶色く傷みやすいため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
